"지점","지점명","일시","평균기온","최저기온","최저기온시각","최고기온","최고기온시각","강수계속시간","최다강수량10분","최다강수량시각10분","최다강수량1시간","최다강수량시각1시간","일강수량","최대순간풍속","최대순간풍속풍향","최대순간풍속시각","최대풍속","최대풍속풍향","최대풍속시각","평균풍속","풍정합","최다풍향","평균이슬점온도","최소상대습도","최소상대습도시각","평균상대습도","평균증기압","평균현지기압","최고해면기압","최고해면기압시각","최저해면기압","최저해면기압시각","평균해면기압","가조시간","합계일조시간","최다일사시각1시간","최다일사량1시간","합계일사량","일최심신적설","일최심신적설시각","일최심적설","일최심적설시각","합계3시간신적설","평균전운량","평균중하층운량","평균지면온도","최저초상온도","평균5CM지중온도","평균10CM지중온도","평균20CM지중온도","평균30CM지중온도","지중온도50CM","지중온도100CM","지중온도150CM","지중온도300CM","지중온도500CM","합계대형증발량","합계소형증발량","강수9_9"
112,"인천",22/12/13,0.2,-6.6,2352,4.7,122,9,"","","","",1.3,19.6,320,2001,11.1,290,2015,4.7,4077,290,-5.1,54,102,67.8,4.3,1010.1,1024.8,2352,1016.1,1642,1018.8,9.6,1.4,1100,1.36,5.1,0.9,1630,0.9,1630,0.9,6.4,6,2.4,-8,3.9,3.9,4.5,5.4,6.5,9.3,11.9,16.3,16.9,1.1,1.6,1.3
112,"인천",22/12/14,-8.2,-10.8,728,-6,1442,,"","","","",,15.5,340,202,9.5,290,2,4.1,3562,320,-16.3,45,222,52.1,1.7,1019.4,1031,1052,1024.7,2,1028.5,9.6,8.7,1200,1.87,10.73,,,0.8,1,,0.6,0.6,-3.7,-12.5,1.5,1.9,3.3,4.7,6.2,9,11.6,16.1,16.7,0.9,1.3,0
112,"인천",22/12/15,-4.3,-7.5,416,0.3,1613,4.58,"","","","",2.5,9.5,360,1624,6.4,180,1314,3.4,2951,140,-8.1,56,34,75,3.5,1015.9,1028.4,2400,1020.5,1512,1024.8,9.6,1.4,1000,0.98,3.66,4.6,1350,5.1,1350,4.6,6.4,5.8,-1.8,-10.1,1,1.3,2.5,3.9,5.6,8.9,11.5,16,16.8,0.6,0.9,2.5
112,"인천",22/12/16,-6.9,-9.8,730,-4.2,1538,,"","","","",,9.4,360,747,6.3,340,454,3.5,3005,290,-16.3,33,1629,47.4,1.7,1022.1,1033.3,1017,1028.5,1,1031.1,9.6,7.9,1200,1.82,9.97,,,4.2,1,,5.6,0.3,-1,-7.2,1,1.3,2.3,3.6,5.1,8.5,11.3,15.9,16.7,1.1,1.6,1.3
112,"인천",22/12/17,-7.3,-10.2,2400,-4.1,1320,2.42,"","","","",1.3,11.8,320,1437,7.3,290,1552,3.4,2926,20,-15.5,38,1459,52.5,1.9,1016.8,1031.3,1,1023.9,1519,1025.8,9.6,7.5,1300,1.66,9.71,2.1,805,5.1,805,2.1,3.5,2.3,-1,-9,0.9,1.2,2.2,3.4,4.9,8.3,11.1,15.8,16.7,1.2,1.7,
112,"인천",22/12/18,-9.7,-12.4,657,-6.6,1448,,"","","","",,9,110,159,6.9,50,216,3.4,2938,20,-18.8,37,701,47.6,1.4,1014.8,1025.1,2243,1022.5,1451,1023.9,9.6,8.6,1200,1.86,10.62,,,4,1,,0,0,-1.6,-8.9,0.6,1,2.1,3.2,4.6,8,10.9,15.7,16.7,0.9,1.3,
112,"인천",22/12/19,-7.1,-11.8,500,-3.6,1414,1,"","","","",0,5,340,1604,3.5,340,1606,1.9,1631,20,-15.7,44,1130,50.5,1.8,1018.3,1029.2,2249,1024.8,1,1027.3,9.6,3.4,1300,1.53,6.76,,,3.5,1,,2.6,2.6,-1.5,-10.4,0.5,0.8,1.8,3,4.4,7.7,10.7,15.6,16.6,0.9,1.2,0
112,"인천",22/12/20,-2.5,-8.4,507,2.2,1429,,"","","","",,7.6,140,2346,4.9,140,2400,2.1,1782,140,-11.5,37,1041,50.3,2.6,1017.4,1030.7,919,1020.2,2356,1026.3,9.6,6,1200,1.72,9.04,,,3.2,1,,5.1,1.9,-1.2,-9.3,0.5,0.9,1.8,2.9,4.2,7.6,10.6,15.5,16.6,1.3,1.9,3.3
112,"인천",22/12/21,0.9,-2.8,2349,4.3,1503,6.83,"","","","",3.9,10.3,160,324,7,140,346,2.9,2525,140,-2.6,45,252,78.8,5.2,1003.2,1020.2,2,1009.5,1441,1011.8,9.6,1.6,1400,1.12,4.6,3.8,850,5.6,850,4.5,7.9,5.6,-0.2,-6,0.8,1,1.8,2.9,4.2,7.4,10.4,15.5,16.7,0.8,1.1,0.6
112,"인천",22/12/22,-7.7,-11,2356,-2.8,1,,"","","","",,17,320,1844,9.1,290,1748,6,5215,320,-13.8,48,1835,61.4,2.1,1002.3,1012,2257,1009.7,1345,1011.2,9.6,6.4,1300,2.09,9.28,,,1.9,1,,1.4,1.4,-2.2,-11.9,0.6,0.8,1.7,2.8,4.1,7.2,10.1,15.3,16.6,1,1.4,
112,"인천",22/12/23,-11.3,-12.8,716,-9.4,1405,,"","","","",,16.6,290,1259,8.7,340,1835,5.9,5112,290,-17.4,54,1244,60.6,1.6,1005.6,1018.1,2357,1011.7,33,1014.7,9.6,7,1200,1.73,9.25,,,1.6,1,,3.4,2.8,-5.2,-13.6,-0.2,0.1,1.2,2.5,3.9,6.9,9.9,15.1,16.5,0.8,1.1,
112,"인천",22/12/24,-9,-12.7,627,-5,1559,,"","","","",,6.7,360,411,4.8,340,418,2.5,2171,50,-16.7,41,1337,54.1,1.7,1012.3,1022.8,2156,1017.9,2,1021.4,9.6,8.8,1200,1.85,10.6,,,1.6,1,,0.8,0.1,-4.8,-13.8,-0.7,-0.3,0.8,2.2,3.6,6.9,9.8,15.1,16.5,0.8,1.2,
112,"인천",22/12/25,-4.9,-8.8,601,-0.8,1521,,"","","","",,6.6,230,2129,4.6,360,2258,1.9,1642,20,-11,50,1524,62.3,2.7,1015.2,1025.7,2336,1022.6,1,1024.1,9.6,8.8,1200,1.84,10.51,,,1.6,1,,0.4,0,-3.6,-13.5,-0.6,-0.3,0.6,1.9,3.5,6.7,9.6,15,16.5,1,1.5,
112,"인천",22/12/26,-3.7,-6.3,621,-0.4,1538,,"","","","",,4.7,360,129,3.4,20,233,1.8,1525,320,-10,43,1453,62.1,2.9,1017.7,1028.2,2306,1025.3,156,1026.7,9.6,6.3,1300,1.22,7.35,,,1.1,1,,2.1,0.6,-2.8,-11.8,-0.5,-0.3,0.6,1.8,3.2,6.5,9.5,14.9,16.5,0.8,1.2,
112,"인천",22/12/27,-1.7,-5.8,632,2.2,1603,,"","","","",,4.7,290,1734,2.8,320,1712,1.5,1305,320,-7.2,50,1350,66.6,3.6,1020.4,1030.8,1006,1028,4,1029.2,9.6,8.5,1200,1.71,9.8,,,0.8,1,,1,0.3,-2.1,-13.5,-0.5,-0.4,0.5,1.7,3.2,6.4,9.3,14.8,16.5,1.1,1.6,0.2
112,"인천",22/12/28,-3.2,-5.7,2358,-0.1,318,1.92,"","","","",0.2,9,320,323,6.1,290,507,3.2,2805,290,-11.3,33,1019,55.4,2.7,1022,1033.6,2358,1027.4,202,1030.9,9.6,8.2,1200,1.83,10.2,0.4,323,0.4,323,0.4,3.1,2.4,-2,-9.8,-0.3,-0.2,0.6,1.6,3.1,6.2,9.2,14.7,16.4,1.3,1.8,
112,"인천",22/12/29,-2.8,-7.4,749,0.7,1436,3.83,"","","","",0.3,5.1,180,1442,3.6,160,2205,2,1727,20,-11,36,1143,54.6,2.8,1023.8,1033.9,335,1031.1,1416,1032.8,9.6,8.6,1300,1.69,10.1,1.1,2358,1.1,2358,1.1,3.6,2.5,-2.4,-13,-0.5,-0.4,0.5,1.6,3,6.1,9.1,14.6,16.4,1.1,1.6,0.5
112,"인천",22/12/30,-2.5,-4.9,814,0.6,1435,1.33,"","","","",0.2,6.2,320,1840,3.7,320,1545,2.1,1847,320,-7.7,46,1440,68.3,3.5,1023.3,1033.2,859,1031,1425,1032.3,9.6,8.5,1200,1.86,10.51,0.3,10,1.4,10,0.3,2.6,2.6,-1.3,-10.1,-0.2,-0.2,0.5,1.5,2.9,6,9,14.5,16.4,1.1,1.6,
112,"인천",22/12/31,0.2,-4.5,55,4,1531,,"","","","",,7.7,270,1444,5.1,250,1510,2.4,2041,180,-6.1,46,1535,62.4,3.9,1021.7,1032.3,1,1029.2,1928,1030.5,9.6,2.4,1500,0.95,5.05,,,,,,5.6,5.6,-0.9,-11.2,-0.2,-0.2,0.5,1.5,2.8,5.9,8.8,14.4,16.4,1.1,1.5,
114,"원주",22/12/01,-4.3,-8.2,739,-0.9,1527,,"","","","",,5.7,250,1500,3,270,1438,1.2,1020,290,-14.7,27,1102,44.6,2,1012.8,1034.2,127,1029.8,1513,1032.3,9.8,8.8,1200,2.13,12.13,,,,,,1.3,1.1,-1.2,-17,,,,,,,,,,1.2,1.7,
114,"원주",22/12/02,-3.4,-8.7,757,1.7,1439,,"","","","",,4.2,270,1456,2.4,290,1501,0.7,597,20,-12.3,24,1206,53.9,2.4,1011.7,1034.2,841,1028.6,2145,1031,9.8,8.7,1200,2.13,13.06,,,,,,0.9,0.4,-1.5,-16.6,,,,,,,,,,1.3,1.9,
114,"원주",22/12/03,0.1,-4.2,156,4.7,1542,,"","","","",0,3,20,141,1.6,50,142,0.5,447,360,-4.1,57,347,73.4,4.6,1007.4,1029.2,14,1024.6,1334,1026.3,9.8,2.3,1400,1.17,3.69,,,,,,7.8,5.4,-0.1,-10.2,,,,,,,,,,0.6,0.9,
114,"원주",22/12/04,-1.6,-4.8,2355,1.5,55,,"","","","",,4.7,250,204,3.2,290,355,1.2,1063,290,-14,24,1337,39.5,2.2,1012,1032.9,1023,1027.2,28,1031.2,9.7,1.9,1100,1.42,7.18,,,,,,8.4,2.4,0.2,-14.7,,,,,,,,,,0.9,1.3,
114,"원주",22/12/05,-3,-6.4,722,1.6,1431,,"","","","",,4.7,320,1438,2.1,290,1422,0.8,648,20,-13.5,22,1235,47.4,2.2,1010.6,1033.3,235,1026.9,1553,1029.9,9.7,7.8,1200,2.1,11.61,,,,,,4.3,2.6,-1.1,-14.9,,,,,,,,,,1.3,1.9,
114,"원주",22/12/06,-2.6,-6.9,534,1.7,1614,,"","","","",0,3.5,20,305,2.2,20,311,0.6,524,20,-6.3,59,23,75.8,3.9,1005.4,1028.4,1,1022.5,1704,1024.5,9.7,1.6,1100,1.12,4.98,,,,,,5.4,3.9,-1.1,-14.8,,,,,,,,,,0.5,0.7,
114,"원주",22/12/07,2.4,-1.9,58,8.1,1434,,"","","","",0,7.2,270,1415,3.3,290,1313,0.9,793,230,-2.8,38,1436,71.6,5,1005.1,1026.5,2328,1021.9,1446,1023.9,9.7,4.3,1200,1.88,8.04,,,,,,4.1,3.3,1.3,-10.2,,,,,,,,,,1.1,1.5,
114,"원주",22/12/08,1.6,-3.1,725,8.7,1439,,"","","","",,4.1,290,1528,1.9,290,1544,0.4,386,20,-6,23,1337,62.5,4,1007.7,1028.8,1000,1024.7,1510,1026.5,9.7,8.7,1200,2,12.46,,,,,,1.4,0.3,1.2,-12.2,,,,,,,,,,1.6,2.2,
114,"원주",22/12/09,1.2,-3,437,7.4,1539,,"","","","",0,2.1,340,855,1.3,20,1135,0.3,295,340,-3.9,48,1452,69.8,4.6,1004.8,1026.4,23,1021.3,1623,1023.6,9.7,3.9,1200,1.25,5.81,,,,,,4.3,1.6,1.2,-11.7,,,,,,,,,,0.7,1,
114,"원주",22/12/10,0.4,-3.2,656,6,1346,,"","","","",,4.5,290,1422,2.3,290,1412,0.5,431,20,-4.7,41,1537,70.9,4.3,1002.4,1023.8,210,1018,1345,1021.3,9.7,3.2,1300,1.32,6.51,,,,,,6.5,0.9,0.8,-12.5,,,,,,,,,,0.7,1,
114,"원주",22/12/11,0.2,-4.7,741,7.3,1412,,"","","","",,3.1,290,1553,1.9,290,1552,0.5,410,50,-6.8,29,1426,63,3.7,1004.9,1025.9,2250,1021.7,48,1023.8,9.7,8.7,1100,2,12.05,,,,,,0,0,-0.1,-13.8,,,,,,,,,,1.4,2,
114,"원주",22/12/12,1.3,-4,450,5.5,1911,,"","","","",0.1,6.1,250,1333,2.9,270,1341,0.8,699,20,-4.3,33,1320,68,4.5,1002.1,1026.2,207,1016.8,1910,1020.9,9.6,3.5,1100,1.56,7.08,,,,,,6.1,4.1,0.7,-13.1,,,,,,,,,,0.9,1.3,
114,"원주",22/12/13,0.8,-4.1,2400,4.1,1300,,"","","","",2.3,9.9,290,2200,4.2,290,2247,1.6,1355,230,-3.1,45,2336,75.9,5,999.3,1022.8,2358,1015.4,1420,1018.1,9.6,0.7,1200,1.16,3.31,,,,,,8.6,6.3,2,-2,,,,,,,,,,0.8,1.1,
114,"원주",22/12/14,-7.2,-9.5,747,-4.2,1,,"","","","",0,8.4,320,48,4.6,290,309,1.7,1507,270,-17.6,33,1100,43.8,1.6,1008.7,1030.4,858,1022.8,2,1028.2,9.6,8.7,1200,1.86,10.87,,,,,,0.3,0,0.4,-10.9,,,,,,,,,,0.9,1.3,
114,"원주",22/12/15,-5,-9.4,738,-0.7,2033,,"","","","",0.9,2.9,20,1607,1.9,20,1626,0.7,595,20,-7.8,64,48,80.4,3.6,1006.3,1028.5,16,1022.2,1534,1025.7,9.6,0.6,1200,1.02,4.23,,,,,,6.1,3.4,-0.3,-10.6,,,,,,,,,,0.4,0.6,
114,"원주",22/12/16,-5.6,-10,741,-2.4,1504,,"","","","",,4.1,290,47,2.2,290,1611,0.6,558,250,-11.4,40,1530,65.4,2.6,1011.2,1033.1,939,1026.8,1,1030.7,9.6,8.1,1200,1.2,6.92,,,,,,5.3,0.9,0.6,-6,,,,,,,,,,0.6,0.9,
114,"원주",22/12/17,-6.2,-9.2,2340,-2.4,1514,,"","","","",0,9.1,290,1528,4.4,290,1528,1.3,1100,290,-15.2,27,1541,51.9,2,1006.1,1030.9,1,1022.7,1450,1025.5,9.6,6.3,1200,2.14,9.68,,,,,,4.1,2.6,0.4,-10.7,,,,,,,,,,1,1.5,
114,"원주",22/12/18,-9.2,-12.9,753,-5.2,1554,,"","","","",,7.6,270,1610,3.3,290,1132,1.1,929,230,-17.6,30,1041,52.4,1.6,1004.1,1025.1,2332,1021.5,1514,1023.7,9.6,8.7,1200,1.85,10.83,,,,,,0,0,-0.6,-12.6,,,,,,,,,,0.9,1.2,
114,"원주",22/12/19,-7.8,-13.1,811,-2.9,1512,,"","","","",,4.2,250,1520,2.2,230,1518,0.7,569,20,-14.4,36,1213,61.5,2,1008.2,1030,2359,1024.9,105,1027.8,9.6,7.9,1200,1.77,10.7,,,,,,0.8,0,-1.1,-12.5,,,,,,,,,,0.8,1.2,
114,"원주",22/12/20,-5,-12.2,730,1.2,1509,,"","","","",,2.5,250,1342,1.3,50,922,0.5,426,20,-11,41,1305,64.4,2.7,1008.4,1032.6,931,1022.8,2309,1027.8,9.6,7.8,1100,2.12,11.09,,,,,,7,1,-1.1,-12,,,,,,,,,,1,1.4,
114,"원주",22/12/21,-1.4,-3.8,507,0.9,2205,,"","","","",2.8,5.4,320,2205,2.2,290,2214,0.5,437,20,-3.5,64,7,85.5,4.8,994,1022.9,1,1009.7,2121,1012.8,9.6,0,1000,0.12,0.52,,,,,,7.6,4,-0.3,-5.2,,,,,,,,,,0.3,0.4,
114,"원주",22/12/22,-6.3,-10.1,2355,0.1,3,,"","","","",0,9.4,270,1501,4.8,270,1502,2.5,2131,270,-14.8,36,1910,51.4,2,990.5,1011,757,1007.5,1441,1009.7,9.6,7.5,1400,0.93,4.65,,,,,,1.6,0.9,-0.2,-5.3,,,,,,,,,,0.7,1,
114,"원주",22/12/23,-10.8,-12.9,731,-7.9,1455,,"","","","",0,10.3,270,1416,4.8,270,1422,1.9,1634,290,-18.2,44,1543,54.6,1.5,994,1018.4,2308,1010.2,31,1013.5,9.6,5.8,1100,1.71,8.31,,,,,,5.1,3.4,-0.3,-8,,,,,,,,,,0.6,0.9,
114,"원주",22/12/24,-10.1,-15.3,724,-3.7,1606,,"","","","",,2.8,50,1201,1.6,20,624,0.5,440,20,-16.2,36,1450,62.6,1.8,1002.1,1023.8,2349,1018.3,1,1021.8,9.6,8.7,1200,1.82,11.04,,,,,,1.9,0,-0.5,-9.1,,,,,,,,,,0.7,1,
101,"춘천",22/12/02,-4.7,-10.6,743,2.4,1531,,"","","","",,4.2,200,1451,2.9,180,1459,0.9,781,70,-13.4,17,1523,56.3,2.2,1021,1034.3,847,1028.4,2358,1030.9,9.7,8,1100,1.9,10.74,,,,,,1.5,,-3,-13.9,0,0.5,2.9,4.8,7.6,12.6,15.4,18.3,18.4,1.2,1.7,0.8
101,"춘천",22/12/03,0.7,-5.8,30,5.1,1604,,"","","","",1,4.6,230,1932,3.1,290,2400,1.1,983,180,-4.4,50,2333,69.8,4.5,1016.3,1028.5,12,1024,1541,1025.9,9.7,2,1300,1.37,4.63,,,,,,8.8,,-0.2,-9.5,0.2,0.5,2.4,4.2,6.9,12.3,15.4,18.4,18.5,0.8,1.2,0.2
101,"춘천",22/12/04,-2.3,-4.7,809,1.2,1,,"","","","",,6.2,230,49,3.7,250,41,1.6,1364,180,-15,25,1418,37.4,1.9,1021.5,1032.9,1015,1027.4,48,1031.2,9.7,1.6,1100,1.24,6.17,,,,,,8.8,,-2.2,-9.2,0.1,0.5,2.2,3.8,6.3,11.8,15.2,18.3,18.4,1,1.4,
101,"춘천",22/12/05,-3.6,-8.2,756,3.8,1529,,"","","","",,5.8,290,1632,3.4,320,1637,1.1,931,320,-13.3,23,1509,50,2.2,1020,1033.2,251,1026.7,1526,1029.8,9.7,8,1200,1.8,9.74,,,,,,2.8,,-2.2,-11.7,0,0.3,2,3.5,5.9,11.4,14.9,18.2,18.4,1.1,1.6,0
101,"춘천",22/12/06,-2.4,-8.3,455,4.3,1548,,"","","","",0,7.2,270,1432,4.3,270,1433,1.1,935,230,-7.4,41,1555,69.6,3.5,1014.1,1028,2,1021,1559,1023.7,9.7,5.1,1200,1.67,7.24,,,,,,6.3,,-2.3,-12.1,-0.2,0.1,1.7,3.3,5.6,11.1,14.8,18.1,18.4,0.9,1.2,
101,"춘천",22/12/07,2.4,-4.1,751,8.7,1525,,"","","","",,8.1,230,1430,6,250,1621,1.5,1322,250,-4.8,32,1405,63.9,4.3,1013.6,1026.1,2353,1021.1,1452,1023.2,9.7,7.8,1200,1.82,8.63,,,,,,2.9,,-0.1,-9.7,0,0.2,1.6,3.1,5.3,10.7,14.6,18,18.4,1.5,2.1,
101,"춘천",22/12/08,0.3,-5.1,646,9.4,1511,,"","","","",,4.5,200,1521,2.7,200,1527,0.6,492,50,-6.7,17,1615,66.1,3.8,1016.9,1028.7,955,1024.7,1547,1026.5,9.6,7.4,1200,1.54,8.54,,,,,,2.1,,-0.6,-10.3,-0.1,0.2,1.6,2.9,5,10.4,14.4,18,18.4,1.1,1.6,
101,"춘천",22/12/09,0,-4.5,359,7.3,1517,,"","","","",,2.5,50,1610,1.8,20,1614,0.5,398,320,-4,48,1434,75.9,4.6,1014,1026.3,1,1021,1603,1023.6,9.6,3,1200,1.17,4.76,,,,,,3.3,,-0.9,-9.1,0,0.2,1.5,2.9,4.9,10.2,14.2,18,18.4,0.5,0.8,
101,"춘천",22/12/10,-0.7,-4.6,405,5.8,1525,,"","","","",,3.2,160,1202,2.2,140,1203,0.5,470,140,-5.7,29,1517,72.8,4.1,1012.1,1024.1,256,1018.8,1422,1021.7,9.6,3.8,1200,1.61,6.37,,,,,,6.8,,-1.2,-10.1,-0.1,0.1,1.4,2.7,4.7,9.9,13.9,17.9,18.4,0.7,1,
101,"춘천",22/12/11,-1.1,-6.4,740,8.3,1533,,"","","","",,2.4,340,1906,1.6,320,1908,0.4,355,180,-6.4,29,1645,71,3.8,1014.5,1026.1,2253,1022,30,1024.1,9.6,7.9,1100,1.88,9.7,,,,,,0,,-1.3,-11.3,-0.2,0,1.3,2.6,4.5,9.7,13.7,17.8,18.3,1.1,1.5,
101,"춘천",22/12/12,-0.1,-5.9,508,6.1,1451,,"","","","",1.7,5.2,180,1535,3.3,160,1523,0.7,640,200,-3.9,41,1333,77.6,4.7,1011.2,1026.4,214,1016.7,2352,1020.8,9.6,4,1300,1.11,6.04,,,,,,8,,-1,-11.1,-0.3,-0.1,1.2,2.5,4.3,9.5,13.5,17.7,18.3,0.9,1.3,1.7
101,"춘천",22/12/13,0.5,-5.7,2355,3.1,1215,,"","","","",0.2,12.9,270,2138,7.6,270,2139,3.1,2718,250,-6.4,38,2333,60.6,4,1008,1023.3,2358,1015.4,1409,1017.5,9.6,3.2,1100,1.33,6.05,,,,,,7.9,,0,-7.9,-0.1,0.1,1.2,2.4,4.3,9.3,13.4,17.7,18.3,1.2,1.8,0.2
101,"춘천",22/12/14,-8.3,-11.1,741,-4.5,1451,,"","","","",,10.7,290,138,7.4,270,108,2.6,2253,270,-20.4,26,944,38.8,1.3,1018,1030.3,900,1023.3,1,1028,9.6,7.9,1200,1.81,9.66,,,,,,1.1,,-5.5,-14.1,-0.5,-0.2,1.1,2.3,4,9,13,17.4,18.2,0.9,1.3,0.4
101,"춘천",22/12/15,-6.7,-10.8,2,-4.1,1842,,"","","","",3.6,3.2,160,1907,1.9,340,431,0.5,435,140,-9.1,58,306,83.8,3.2,1015.9,1028.6,49,1022.7,1436,1025.8,9.6,0,1300,0.27,1.43,,,,,,5.8,,-2.9,-12.8,-0.8,-0.4,0.8,2.1,3.9,8.9,12.9,17.4,18.2,0.2,0.3,3.2
101,"춘천",22/12/16,-7.4,-11.1,738,-2.4,1522,,"","","","",,2.7,340,704,2.2,340,706,0.7,606,20,-10.4,48,1535,80.5,2.8,1020.7,1033.5,1002,1027.1,1,1030.7,9.6,5.5,1400,1.06,5.29,,,,,,4.8,,-1.4,-7,-0.5,-0.3,0.7,2,3.8,8.7,12.7,17.3,18.2,0.4,0.6,
101,"춘천",22/12/17,-8.7,-13.5,2304,-2.8,1450,,"","","","",,9.7,360,1311,6.3,340,1312,1.7,1434,250,-15.6,27,1434,62.5,1.9,1015.6,1030.7,6,1023,1431,1025.5,9.6,6.7,1300,1.9,8.24,,,,,,1.9,,-2.5,-12.8,-1.2,-0.8,0.6,1.8,3.6,8.5,12.5,17.2,18.1,0.9,1.3,
101,"춘천",22/12/18,-10.6,-16.4,612,-5.1,1500,,"","","","",,9.1,250,1234,5.4,270,1418,1.9,1625,140,-19.6,25,1357,51.8,1.3,1013.3,1024.8,2356,1021.2,1431,1023.4,9.6,7.8,1200,1.86,10.3,,,,,,0,,-4.3,-14,-2.9,-2.1,0.3,1.6,3.4,8.2,12.2,17,18,1,1.4,
101,"춘천",22/12/19,-9.1,-16.3,606,-1.1,1547,,"","","","",,5.8,250,1901,3.7,230,1854,1.2,1074,230,-16.4,34,1149,59.4,1.7,1017.2,1029.6,2336,1024.5,50,1027.2,9.5,7.8,1300,1.99,10.97,,,,,,2.1,,-4.2,-13.8,-2.8,-2.3,-0.1,1.4,3.2,8.1,12.1,16.9,18,1,1.4,
101,"춘천",22/12/20,-6.6,-14.1,742,0.1,1527,,"","","","",,2.7,340,2056,1.9,290,1919,0.6,486,320,-11.7,41,1521,69.6,2.6,1018.1,1032.8,915,1023,2312,1028,9.6,7.3,1200,1.88,8.97,,,,,,1,,-4.3,-14,-2.7,-2.3,-0.3,1.2,3,8,12,16.8,18,0.8,1.1,2.5
101,"춘천",22/12/21,-2.3,-5,1844,0.2,1615,,"","","","",4.1,5.5,270,2343,3.4,250,2348,0.5,390,340,-4.3,65,2348,86.4,4.5,1003.1,1023,1,1009.6,2057,1012.7,9.5,0,1100,0.15,0.72,,,,,,8,,-1.5,-4.9,-1,-1,-0.2,1.1,3.1,8,12,16.9,18.1,0.4,0.5,1.6
101,"춘천",22/12/22,-7.2,-11,2347,-1,10,,"","","","",,8,270,1940,4.8,270,2049,3,2631,250,-14.9,46,1604,54.3,2,999.5,1010.5,828,1007.8,1400,1009.3,9.5,6.4,1200,1.15,5.17,,,,,,6.1,,-1.9,-7.4,-1.7,-1.3,-0.2,1,2.9,7.8,11.8,16.8,18.1,0.7,1.1,
101,"춘천",22/12/23,-12.1,-14.7,757,-8.3,1421,,"","","","",,7.3,250,1229,4.7,230,28,2.6,2275,230,-19.8,43,1057,53.3,1.3,1003.4,1018.6,2322,1009.3,30,1013.4,9.5,7.6,1200,1.73,9.16,,,,,,6.5,,-3.4,-9.9,-3.3,-2.6,-0.4,0.9,2.7,7.6,11.5,16.6,18,0.6,0.9,
101,"춘천",22/12/24,-11.5,-17.1,758,-3.5,1600,,"","","","",,2.6,320,44,1.8,340,48,0.5,423,90,-16.1,39,1520,71.5,1.8,1011.9,1023.6,2258,1018.6,1,1021.9,9.6,7.8,1100,1.88,9.92,,,,,,4.1,,-4,-10,-3.6,-3.1,-0.7,0.6,2.6,7.4,11.3,16.5,17.9,0.7,0.9,
101,"춘천",22/12/25,-9,-14.8,416,-1.2,1523,,"","","","",,3.3,50,1212,2.2,20,1212,0.7,589,320,-12,45,1452,80.6,2.5,1014.8,1026.2,2353,1023,27,1024.7,9.5,6.2,1300,1.85,8.39,,,,,,2.5,,-3.5,-10.2,-3.1,-2.8,-1,0.5,2.5,7.3,11.3,16.5,18,0.6,0.9,
101,"춘천",22/12/26,-8.2,-13.1,440,-1.5,1504,,"","","","",,2.2,320,801,1.7,320,1841,0.7,564,320,-10.8,54,1558,82.5,2.7,1017.7,1029.6,2339,1026,1433,1027.7,9.6,3.7,1400,1.01,5.7,,,,,,3.4,,-3.4,-9.8,-2.9,-2.7,-1.1,0.3,2.5,7.3,11.2,16.4,17.9,0.4,0.6,
101,"춘천",22/12/27,-7.2,-11.7,209,-0.2,1539,,"","","","",,3,340,421,2.2,340,711,0.7,636,340,-9.2,55,1611,86.9,3.1,1020.4,1032.7,937,1028.5,1541,1030.4,9.6,4,1300,1.34,6.08,,,,,,3.5,,-3,-9.5,-2.6,-2.4,-1.1,0.2,2.4,7.2,11,16.3,17.9,0.5,0.7,0.1
101,"춘천",22/12/28,-5.4,-11.3,141,1.1,1441,,"","","","",0.1,9.4,250,1326,5.8,270,1346,1.5,1301,250,-12.4,32,1152,63.5,2.4,1020.4,1033.3,2340,1028.3,1406,1030.3,9.6,7.8,1200,1.98,9.79,,,,,,2.4,,-2.8,-9.5,-2.5,-2.3,-1,0.1,2.5,7.2,11,16.3,18.1,1.1,1.6,
101,"춘천",22/12/29,-5.7,-14.3,731,2.4,1535,,"","","","",,4.9,270,2224,3.4,230,2226,1,884,360,-12.5,26,1528,63.4,2.4,1023.1,1034.6,728,1030.6,1428,1033,9.6,7.8,1100,1.84,9.77,,,,,,2,,-3.3,-11.8,-2.9,-2.8,-1.2,0,2.1,6.8,10.7,16,17.8,1,1.4,
101,"춘천",22/12/30,-4.6,-8.8,2400,3,1453,,"","","","",,4.1,200,1557,2.5,200,1604,0.9,769,20,-8.4,44,1543,77.4,3.3,1022.4,1034.1,935,1030.1,1514,1032.3,9.6,5.6,1300,1.66,7.87,,,,,,1.9,,-2.2,-10.2,-1.9,-1.9,-0.9,0,2.2,6.8,10.7,16.1,17.9,0.8,1.1,
101,"춘천",22/12/31,-4.8,-12,509,0.3,1312,,"","","","",,4.5,180,1518,2.8,200,1428,0.8,674,340,-7.8,54,1215,80.5,3.5,1021.4,1033.2,836,1029.5,2055,1031.3,9.6,3.9,1100,1.26,5.18,,,,,,6.9,,-2.9,-11.8,-2.5,-2.4,-1.2,-0.1,2.1,6.7,10.5,15.9,17.8,0.5,0.7,
