"가뭄","누적강수량","가조시간","평균기온","수위"
"정상",397.7,14.8,16.7,63
"정상",399.5,14.8,16.5,60
"정상",390.1,14.8,22.2,58
"정상",408.7,14.8,24.4,59
"보통습윤",915.6,13.9,25.1,51
"심한습윤",1225.8,13.2,22.1,70
"정상",1150.4,12.5,21.4,32
"보통습윤",1295.5,11.3,13.2,64
"보통습윤",1377.3,11.1,12.2,69
"심한습윤",1368.3,9.5,-5.8,64
"보통습윤",1217,9.7,-0.4,70
"보통습윤",1188.8,10.4,4.9,63
"보통습윤",760.5,11.2,5.8,54
"정상",245.6,14.8,18.2,41
"정상",731.8,13.5,24.7,33
"정상",1066.7,11.2,15.4,50
"정상",1029.7,10.3,10.8,39
"심한습윤",1813.3,12.7,25.1,12
"심한습윤",1818.6,11.1,14.8,12
"심한습윤",1788,11,14.6,12
"심한습윤",1788,10.9,10.7,12
"심한습윤",1785.9,10.6,15.8,11
"심한습윤",1280.8,9.6,-5.9,10
"정상",913.8,10.3,2.8,10
"정상",508.5,11.3,6.1,10
"정상",376.3,11.5,5.9,11
"보통가뭄",181.5,12.8,14.1,12
"약한가뭄",203.6,13.7,11.8,12
"정상",379.5,14.8,20.1,12
"정상",382.9,14.8,22.5,12
"정상",502.7,14.7,26.7,12
"정상",662.9,13.6,22.7,12
"정상",708.5,13,21.2,12
"정상",775.2,12.2,22.5,12
"정상",796,12,18.2,12
"정상",796,12,19,12
"정상",877.8,10.3,6.2,11
"정상",877.8,10.2,5.8,11
"약한가뭄",769.4,9.7,3.8,11
"약한가뭄",757.9,9.6,8.7,11
"정상",428.1,11.5,9.2,10
"정상",231.1,13.5,19.2,12
"정상",244.6,14.5,19.7,11
"정상",420.5,14.8,25.1,12
"정상",612.8,14.2,26.2,12
"정상",662.5,14,29.3,12
"심한습윤",1445.6,10.8,14.8,12
"보통습윤",1435.5,10.6,12.3,12
"심한습윤",1427.8,10.3,14.1,12
"정상",414.9,14.6,22.4,71
"정상",627.4,14.1,31.1,100
"정상",968.7,12.6,20.5,53
"정상",982.3,12.4,22.6,45
"정상",955.8,12.1,20.3,48
"정상",955.8,12.1,17.5,45
"정상",957.5,11.7,17.9,50
"정상",1017.7,11,12.3,60
"정상",935.2,9.8,-0.6,61
"정상",841.5,9.8,-0.5,59
"정상",688.5,9.9,1,59
"정상",289.7,12.2,6.7,50
"정상",289.7,12.3,5.8,49
"약한가뭄",213.1,14.2,19,23
"약한가뭄",456.8,14.3,23,69
"정상",667.7,13.2,23,59
"정상",774.5,12.3,20.6,46
"정상",467.8,14.5,25.8,64
"정상",1149.9,12.7,22.8,65
"정상",1114.4,11.2,13.1,64
"정상",1114.4,11.2,13.7,64
"정상",1105.4,11,10.8,64
"정상",1097.3,10.5,10.5,64
"정상",1034.1,9.8,-0.1,64
"정상",377.6,11.1,1.7,64
"정상",362.4,11.4,7.5,64
"정상",417,11.5,4,64
"정상",351.7,14.4,19.4,64
"정상",703.4,14.4,26.9,64
"정상",724.6,14.3,25.3,64
"정상",723.2,14.2,28.2,64
"정상",709.1,14,28.7,64
"정상",707.2,13.9,28.4,64
"정상",717.5,13.7,25.9,63
"정상",969.7,13.2,25.6,64
"정상",945,12.9,21.9,65
"정상",909.5,11.1,10.9,64
"정상",909.5,11.1,10.5,64
"정상",835.3,9.9,7.9,64
"정상",1027.8,11.6,16,69
"정상",605.2,10.2,3.6,64
"심한습윤",603.9,11.3,8.2,64
"심한습윤",495.1,11.8,6,64
"정상",241.9,12.8,13.4,64
"정상",285.2,13.8,17.9,64
"정상",304.1,13.9,19.8,64
"정상",477,10.2,6.9,64
"정상",433,11.1,4,64
"정상",198.3,12.4,13,64
"정상",172.3,12.8,14.7,64
"정상",172.5,12.8,14.3,64
"약한가뭄",505.8,13.7,29.7,64
"약한가뭄",643.8,13,22.2,64
"정상",745.2,12.3,25.3,64
"약한가뭄",708.7,11.8,21.3,64
"정상",737.2,11.5,14.9,64
"정상",737.2,11.3,17.7,64
"정상",734,11,12,64
"정상",677.8,10.8,13,64
"정상",674.5,10.7,10,64
"약한가뭄",582.8,13.3,26.5,120
"정상",977.9,10.1,7.3,54
"정상",923.8,9.8,1.3,246
"정상",834.3,9.8,0,246
"정상",693.1,10.4,0.9,246
"정상",676.6,10.7,4.6,246
"심한습윤",692.1,11.1,6.3,246
"심한습윤",654.4,11.3,8,246
"정상",985,9.9,2.2,27
"정상",977.2,9.9,2.2,27
"정상",750,10.8,6.3,29
"보통습윤",974.8,13.9,26,247
"보통습윤",1012.1,13.8,25.4,247
"심한습윤",1356,13.4,26.6,247
"심한습윤",1524.5,12.6,19.9,247
"보통습윤",1363,9.8,0.9,246
"정상",689.5,10.6,2.8,246
"정상",297.9,11.1,12.6,246
"정상",272.7,11.4,5.5,246
"보통가뭄",125.7,11.7,7.8,246
"보통가뭄",127.3,12.1,11.3,246
"보통가뭄",132.8,12.2,6.8,246
"정상",443.1,12.9,13.6,64
"보통습윤",1698.6,13.5,26.6,26
"보통습윤",1972.6,11.4,15.9,68
"정상",198.6,13.5,15.6,246
"정상",199,13.6,14.5,246
"정상",216.9,13.9,12,246
"정상",330.4,14.6,22.3,246
"정상",578.3,13.9,25.9,246
"정상",578.3,13.9,26.8,246
"정상",855.5,13,23.1,247
"정상",872.2,12.3,19.6,246
"정상",871.2,11.1,8.5,246
"정상",872.8,10.3,6.6,246
"정상",761.4,9.7,3.4,246
"정상",957.1,10.2,6.1,23
"정상",957.3,10.3,3.7,23
"보통습윤",999.5,10.7,8.3,28
"정상",1374,13.6,30.4,13
"정상",543.9,9.9,1.1,246
"정상",523.5,10.1,-4.2,246
"정상",518.8,10.1,-2.9,246
"정상",432.4,10.9,3.7,246
"약한가뭄",138.1,12.2,6.9,246
"심한가뭄",123.9,14,19.7,246
"심한가뭄",110.3,14.4,21.7,246
"심한가뭄",110.3,14.5,22.7,246
"심한가뭄",110.3,14.5,19.5,246
"심한가뭄",261.4,14.2,24.1,246
"심한가뭄",302.2,14,25.1,246
"보통습윤",1943.7,11.5,19.8,69
"심한습윤",1909,10.3,15.1,64
"심한습윤",1913,10.3,16.3,64
"보통습윤",1398.8,9.9,7,137
"보통습윤",990.9,10.8,5.4,137
"심한습윤",974.8,11.4,8.3,137
"정상",463.2,13.4,14.1,137
"정상",554.6,14.2,15.4,137
"보통가뭄",522.6,9.9,2.7,246
"정상",644,14.5,23.5,137
"정상",801.6,14.5,23.2,137
"보통습윤",2090.6,11.6,18.6,137
"보통습윤",2033,10.9,14.2,137
"심한습윤",1581,10,-6.2,137
"보통습윤",1188.7,10.1,5.5,137
"정상",509.9,13.1,14.1,137
"정상",478.4,13.4,14.5,137
"정상",540,13.8,16.5,137
"정상",826.3,14.5,22.7,137
"정상",965,14.5,23.2,137
"보통습윤",1332.7,14.4,25.4,137
"정상",1335.1,14.2,27,137
"정상",1333.7,13.4,24,137
"정상",1838.7,12,21.6,137
"정상",360.3,12.2,7.9,73
"정상",279.5,12.7,10.5,73
"심한가뭄",169.6,14.6,27.6,72
"보통가뭄",214.1,14.6,27.5,72
"정상",889.4,11.3,18.4,74
"정상",889.4,11.1,14.2,73
"정상",889.4,11,12.9,73
"정상",863,10.6,9.8,73
"정상",919.5,9.8,7.3,73
"정상",892,9.7,2.4,73
"정상",510.4,9.9,4,50
"정상",499.1,9.9,-2.1,49
"정상",513.3,10,6.3,48
"정상",349.1,12.2,8.7,82
"정상",299.3,12.5,14,61
"정상",389.3,14.4,19.3,49
"정상",408.3,14.6,19.7,39
"정상",409.7,14.6,23.8,33
"정상",618.5,13.8,27.6,48
"정상",790,10.2,9.3,20
"정상",221.9,12.2,7.1,20
"정상",291,12.9,12.3,20
"정상",406.6,14,20.9,20
"보통습윤",933.2,14.3,27.3,21
"정상",949,14.3,25.9,21
"정상",1115,13.5,23.1,21
"정상",1173.7,12.2,22.2,20
"정상",1160.3,10.8,12.9,20
"정상",483.8,10.5,-2.1,28
"정상",475.4,10.7,-0.2,43
"정상",367.5,13.7,18.2,68
"정상",440.6,14.3,21.4,22
"정상",440.7,14.4,20,24
"정상",651.4,14.5,22.9,41
"정상",663.2,9.8,-10.2,1
"정상",175.6,11.4,-0.7,1
"정상",193.1,11.6,4.6,1
"정상",219.4,12.8,4.2,2
"심한습윤",474.7,14.5,21.4,22
"심한습윤",470.3,14.7,21.3,15
"정상",787.2,14.5,28.7,17
"정상",1026.7,11,13.4,24
"정상",828.8,9.9,4.8,27
"약한가뭄",693.7,9.6,-7.6,19
"약한가뭄",529.1,9.7,-4.7,17
"정상",308.3,11.4,9.4,16
"정상",264.8,12.4,11.4,18
"정상",264.8,12.5,9.2,18
"정상",470.8,10.3,-4.7,85
"정상",313.1,12.8,8.5,91
"정상",529.4,14.5,20.1,80
"정상",525,14.5,24.6,81
"정상",879.4,14.3,27.3,65
"정상",875.3,14.1,28.8,49
"정상",1124.3,12.6,19.5,100
"정상",1124.3,12.5,22,100
"정상",1134.5,12.5,20.7,100
"정상",1084.9,11.9,18.7,100
"정상",1084.9,11.8,15.3,100
"정상",1269.9,11.4,9.9,100
"정상",1235.1,11.1,10.7,100
"정상",1117.2,10,5.9,88
"정상",704.2,10.1,3.7,89
"보통습윤",389.2,12,8.1,87
"보통습윤",379.6,12.3,6,92
"정상",309.1,14.2,21.1,72
"정상",589.9,14.4,23,85
"정상",819,14.2,26.8,100
"정상",803.9,13.8,26.5,81
"정상",955.1,12.9,21.9,100
"정상",982.8,12.4,23.5,77
"정상",1259.3,11,14.3,98
"정상",1099.5,9.9,-0.3,28
"정상",1078.6,9.8,7.2,28
"정상",1078.1,9.8,2.3,28
"정상",892,9.8,6,28
"정상",917.2,10,-0.4,28
"정상",905.3,10.1,1.7,28
"정상",763.7,10.5,2,28
"보통습윤",434.5,12.4,8.7,28
"정상",411.3,14.1,15.8,28
"정상",412.4,14.4,22.1,26
"정상",605.1,14.5,22.7,28
"정상",1518.7,11.2,13.6,28
"정상",1488.6,10.5,8,28
"보통습윤",1433.8,10.1,5.7,28
"보통습윤",1375.7,9.8,-1.1,28
"보통습윤",1207.6,9.9,-1.9,28
"정상",877.3,10.2,8.9,28
"정상",325.7,11,0.7,28
"정상",306.3,11.4,7.4,28
"보통가뭄",165.5,11.8,9.4,28
"약한가뭄",184.6,11.9,9.2,28
"정상",854,14.1,27.3,27
"정상",1138,13,25.6,29
"정상",1091.6,12.2,21.9,29
"정상",1006,10.6,10.7,28
"정상",1035.5,10.5,8.5,29
"정상",903.2,9.8,4.6,28
"정상",894.3,9.8,-0.2,28
"약한가뭄",202.1,13.9,16.2,28
"보통가뭄",203,14.2,22.5,27
"보통가뭄",255.9,14.5,22.1,27
"보통가뭄",303.7,14.5,25.6,27
"약한가뭄",846.6,12.6,21.5,29
"약한가뭄",837.2,12.4,25.4,29
"보통가뭄",735.7,11.9,19.6,29
"정상",698.6,9.8,-4,28
"보통가뭄",497.9,10.7,11,125
"보통가뭄",494.8,10.3,6.5,125
"보통가뭄",494.8,10.2,6.5,125
"보통가뭄",494.8,10.1,9.8,125
"약한가뭄",193.2,14.8,21.9,1
"약한가뭄",206.4,14.8,20.8,11
"보통가뭄",209.7,14.6,25.1,9
"보통가뭄",433.7,14,29.4,28
"보통가뭄",513.7,13.4,27,18
"약한가뭄",736.7,11.6,14.7,32
"약한가뭄",731.2,10.2,6.8,37
"정상",736.9,9.8,0.5,16
"약한가뭄",685.1,9.6,2.1,16
"정상",714.8,10,-0.4,16
"보통습윤",286.8,12.6,11.9,16
"정상",280.5,14.7,24.6,16
"정상",280.4,14.7,26.7,16
"정상",398.7,14.7,24.2,17
"정상",1294.2,12.9,22.7,17
"정상",1361.7,12.4,21.3,17
"정상",1362,12.1,19.2,17
"정상",1396.5,11.8,18.8,17
"정상",1396.5,11.2,13.1,16
"보통습윤",1252.9,9.8,-7.7,16
"보통습윤",1168.4,10,5.5,16
"정상",299.9,12.5,10.8,16
"심한습윤",380.1,13.8,14.1,16
"보통습윤",485.9,14.8,23.6,16
"보통습윤",485.9,14.8,22.8,16
"정상",344.6,14.6,22.7,27
"정상",926.2,13.2,29.4,27
"정상",1107.3,11.6,16.2,26
"정상",1107.7,11.4,15.9,26
"정상",1092.9,11.1,14.5,26
"정상",1036.7,10,6.2,26
"정상",967.8,9.7,-4.1,26
"정상",913.5,9.9,-5.2,26
"정상",338.5,14.6,19.4,26
"정상",689.4,9.9,1.2,26
"정상",647.5,10.3,-1.8,26
"정상",305.3,12.1,4.7,26
"정상",305.3,12.2,4.5,26
"정상",258.5,12.2,5.8,26
"정상",278.2,12.5,9,26
"정상",236.4,13.2,10.3,26
"정상",241.6,13.7,11.8,26
"보통가뭄",161.1,14.3,18.6,26
"약한가뭄",210.3,14.6,23.7,26
"정상",339.7,14.6,27,26
"정상",363.6,14.4,24.3,26
"정상",436.7,14.3,23.9,27
"정상",449.6,14.2,25,27
"정상",555.7,13.9,28.3,27
"정상",1234.4,11.5,12.5,27
"보통습윤",1209.7,10.1,10.1,26
"보통습윤",1125.7,9.7,-0.7,26
"정상",432,14.4,22.3,34
"정상",490,14.5,21.8,34
"정상",520.4,14.5,21,34
"정상",953.8,14.2,26,34
"정상",931,13.8,28.4,34
"정상",1099.9,13.3,24.4,33
"정상",1150.3,9.9,10.9,33
"정상",1092.3,9.8,8.9,33
"정상",1050.8,9.9,1,33
"정상",616.7,10.5,2.6,33
"정상",544.8,10.9,8,33
"정상",892.6,11.3,13.6,75
"정상",844.6,10.7,14.7,70
"정상",841.1,9.8,1.4,112
"정상",646.5,9.8,1.5,112
"정상",674.2,10,0.1,112
"보통습윤",592.6,10.7,4.6,112
"심한습윤",376.7,12.6,10.9,112
"정상",351.5,14.6,22.9,112
"정상",229.3,11.5,7,33
"정상",240.4,12.6,10.8,33
"약한가뭄",637,13.7,28.2,33
"약한가뭄",731,13.2,26.7,34
"약한가뭄",853.4,11.6,17.8,33
"정상",845.9,11.1,19.4,32
"약한가뭄",751.8,10.6,12.7,31
"정상",399.5,14.5,25.8,112
"정상",639.9,13.9,27.5,112
"보통습윤",1018.8,12.6,21.8,112
"정상",1019.5,12.1,18.8,112
"정상",1019.5,12,18.2,112
"정상",1012.8,11.7,20.1,112
"정상",1013,11.5,14.7,112
"정상",979.2,10.2,18.1,112
"보통습윤",972.9,10,2.9,112
"보통습윤",824.5,9.8,-5,112
"정상",515.3,10.5,-1.9,112
"약한가뭄",144.8,11.9,7.9,112
"정상",730.6,9.8,1.7,32
"정상",240.8,13.9,18,112
"정상",316.9,14.6,23.1,112
"정상",581.8,13.9,27.7,112
"정상",616.3,13.5,22.3,112
"정상",857.3,12.7,22.9,112
"정상",797.4,11.6,20,112
"정상",781.2,9.7,-0.1,112
"정상",482.5,10.7,2.8,112
"심한가뭄",91.8,13.4,17.3,112
"심한가뭄",103.7,14.1,15.7,112
"보통가뭄",315.8,14.2,25.6,112
"정상",687.1,10.1,7.7,63
"정상",703.9,10.1,6.9,64
"정상",424.3,13.5,16.5,64
"정상",468.3,13.7,17,69
"약한가뭄",572.5,12.3,17.1,112
"약한가뭄",583.6,11.5,13.9,112
"약한가뭄",583.6,11.4,12.1,112
"약한가뭄",556.4,10.2,7.3,112
"약한가뭄",556.4,10.2,9.2,112
"약한가뭄",557.8,10.1,6.4,112
"정상",489.5,9.7,-2.6,112
"심한습윤",945.2,14.4,25.2,70
"정상",958.5,14.2,28.6,45
"정상",958.5,14.1,28.6,35
"정상",1131.1,12.7,24.1,73
"정상",1157.3,12.4,22.4,75
"정상",1178,11.6,17.9,80
"정상",1143.7,11.3,15.8,66
"정상",1143.7,11.2,15.8,67
"정상",827.6,9.9,-2.1,58
"정상",595.5,10,4.9,73
"정상",596.5,10.5,6.7,71
"정상",620.6,10.8,1.2,72
"정상",565,11.4,9.3,75
"정상",346.9,12.7,13.7,55
"정상",267.9,13.9,18.3,60
"정상",351.1,14.2,21.4,66
"정상",393.5,14.4,21.3,72
"정상",532.3,14.5,22.9,81
"정상",694.6,14.2,24,54
"정상",939.9,14.1,24.9,71
"정상",940.3,14,25.9,62
"정상",1356,11.7,21.7,87
"정상",1302.4,11,19.3,75
"정상",1297.4,11,19.8,75
"정상",267.4,13.5,12.4,75
"정상",568.2,14,30.1,40
"약한가뭄",590.1,13.3,24.4,45
"정상",880.7,12.8,21.2,38
"정상",775.5,9.7,-10.4,47
"정상",594.6,10.4,4.4,52
"정상",223.1,12.6,4.2,61
"정상",165.6,13,9.2,64
"보통가뭄",131.1,14.1,19.1,39
"보통가뭄",137.7,14.5,17.8,54
"약한가뭄",194.3,14.6,17.4,54
"약한가뭄",194.3,14.6,19,54
"약한가뭄",192.4,14.7,22.1,33
"보통가뭄",196.9,14.6,25.8,11
"심한가뭄",238.4,14.4,25.2,15
"보통가뭄",492.7,13.2,21.5,42
"보통가뭄",524.3,12.3,18,13
"정상",673.6,10,-1.9,66
"정상",417.1,11,3.3,66
"정상",285.2,12.9,8.2,66
"정상",298.2,13.7,21.7,66
"정상",306.5,14.1,15.6,66
"정상",256.2,14.4,19.5,66
"정상",1247.6,11.4,15.4,66
"보통습윤",1197.1,10.1,5.3,66
"약한가뭄",162.1,11.9,7.2,66
"정상",172.6,12.6,14.4,66
"정상",201.8,13.4,18.3,66
"정상",324.6,14.7,22.6,66
"정상",336.3,14.7,21.1,66
"정상",371.5,14.6,22.5,66
"정상",452.7,14.5,27.5,66
"약한가뭄",485,13.4,24.3,66
"정상",721.2,9.7,-2.1,66
"정상",605.2,9.9,-0.6,66
"정상",208.9,12.4,6.1,66
"정상",168.6,13.2,11.7,66
"약한가뭄",161.9,14.2,14.7,66
"정상",293.6,14.6,27.3,66
"정상",673.6,13.6,25.5,67
"정상",850.6,12.8,21.8,67
"정상",918.6,10.9,8.1,66
"정상",566.6,10.1,-8.8,47
"정상",390.9,10.7,-5.4,46
"약한가뭄",168.1,11.5,5.3,61
"심한습윤",1443.1,10.1,11.2,12
"보통습윤",1373.1,9.5,-6.9,11
"보통습윤",1069.7,9.9,3.3,11
"보통습윤",1003.8,10.4,1.5,11
"심한습윤",660.1,14.4,13.2,11
"보통습윤",535.2,14.8,20.4,11
"심한습윤",805,14.7,23.1,11
"심한습윤",1028,14.1,26.3,12
"정상",150.4,12.8,4.8,19
"정상",166.1,13,12.3,41
"정상",747.2,14.2,28.8,89
"정상",747,13.9,28.5,56
"정상",1013.9,9.8,-0.8,82
"정상",728,10.1,-7.2,67
"심한습윤",655.4,11.1,2.9,66
"정상",196.3,11.7,2.6,63
"정상",159.7,13,5.7,98
"정상",156.2,13.4,17,53
"보통가뭄",154,14.8,22.2,91
"심한가뭄",155.5,14.7,25,83
"보통가뭄",347.1,14.3,23.7,84
"정상",794.8,12.3,15.7,83
"정상",765.9,9.5,-0.6,143
"정상",765.3,9.6,0.8,143
"정상",767.1,9.6,-1.3,143
"정상",839,9.7,-2.3,144
"정상",644.2,10.2,4.8,144
"정상",493.7,10.5,-2,144
"정상",426.7,11.1,0.6,144
"정상",327.9,11.6,5.8,144
"정상",246.4,12.4,12.5,144
"정상",238.7,13.7,11.9,144
"정상",237.3,13.7,12.9,144
"정상",347.8,14.8,24.9,144
"정상",404.5,14.8,22.9,144
"정상",587.9,14.1,23.3,144
"보통습윤",1378,13.2,25.7,144
"보통습윤",1379.2,13,25.3,144
"보통습윤",1513.8,10.4,13.9,144
"심한습윤",1331.1,9.6,-7.8,144
"정상",478.3,10.6,1.7,144
"정상",346.8,10.9,-7.8,144
"정상",236.2,13,11.2,144
"정상",354.8,14.4,15.5,144
"보통습윤",460,14.8,21,144
"정상",635,13.8,23.5,144
"정상",694.4,13.4,19.9,144
"정상",835.8,11.7,20.6,144
"정상",848.9,11.1,5.2,144
"정상",825.3,10.6,8.6,143
"정상",735.3,9.9,2.6,144
"약한가뭄",732.6,9.9,2.8,144
"약한가뭄",676.8,9.6,1.4,144
"정상",309,11.4,1.5,144
"정상",309.3,11.5,4.6,144
"정상",302.3,11.9,6,144
"정상",195.6,12.9,10,144
"정상",173.7,13.5,13.9,144
"정상",182.4,13.8,10.8,144
"정상",679.3,14.5,25.5,144
"보통습윤",1122.5,13.9,23.6,144
"보통습윤",1396.1,12,16.8,144
"보통습윤",1553,11.5,10.9,144
"정상",485.1,10.2,-6.6,22
"정상",467.6,10.4,-6,19
"정상",416.7,10.7,-6.7,18
"정상",175.7,11.5,7.8,28
"정상",184.6,12,3.7,56
"정상",160.6,12.2,5.5,43
"정상",186.1,12.8,6.3,48
"정상",175.4,13,11.8,44
"정상",301.7,14,17.1,49
"심한습윤",510.5,14.4,15.8,68
"심한습윤",522.7,14.5,19.1,55
"심한습윤",502,14.7,22,29
"보통습윤",489.6,14.8,25.6,26
"심한습윤",753.4,14.7,20.9,27
"보통습윤",271.7,12.2,10.9,156
"정상",204.1,13.8,19.3,156
"정상",763.7,12.4,23.5,58
"정상",766.7,11.8,17.7,54
"정상",901.4,10.3,11.2,64
"정상",884.7,9.7,4.3,48
"정상",809.9,9.8,0,48
"정상",659.1,10,-0.9,55
"정상",642.9,10.7,2.4,45
"정상",379.7,12.2,6.8,40
"정상",379.7,12.3,13,42
"약한가뭄",194.6,13.9,21,54
"약한가뭄",251.6,14.6,24.4,40
"정상",368.2,14.6,26,72
"정상",450.4,14.3,27.4,72
"정상",450.4,14.2,29.3,65
"정상",450.9,14.1,30.1,61
"보통습윤",1196.9,10.3,10.1,60
"심한습윤",1239.9,9.9,4.4,75
"심한습윤",1168.6,9.7,2.3,74
"심한습윤",1128.7,9.8,10.6,73
"보통습윤",1128.7,9.8,8.9,75
"심한습윤",1099.2,9.9,3.6,74
"심한습윤",952.4,11.2,8.2,74
"심한습윤",897.7,11.6,7.8,74
"정상",383.5,14.2,16.5,73
"정상",357.1,14.4,20.4,72
"정상",446.9,14.5,23.7,73
"정상",678.7,14.1,21.8,75
"정상",635.5,13.9,30.4,75
"정상",701.4,13.8,24.1,74
"정상",796.9,13.7,27.8,77
"정상",794.8,13.4,31.4,74
"정상",973.8,12.6,23.8,75
"정상",970,12.3,21.3,74
"정상",797.2,9.8,-1.4,73
"정상",640.6,10,10.4,73
"정상",322,11.2,5.8,73
"약한가뭄",155.4,12.6,13.5,74
"정상",221,13.6,19.6,73
"정상",240.5,13.9,19.6,73
"정상",529.9,14.5,23.5,76
"정상",787.2,13.3,26.9,76
"보통습윤",955.2,13,25.3,75
"정상",958.4,13,24.1,75
"보통습윤",787.4,10.8,6.3,73
"정상",1065.8,12.3,19.6,47
"정상",1066.2,12.1,14.4,46
"정상",1052.4,11.2,9.4,56
"정상",733.8,10.1,-1.5,50
"정상",733.8,10.3,-2.8,49
"보통습윤",760.7,10.5,0.5,49
"정상",218.5,13.2,14.3,55
"약한가뭄",226.4,14.3,22.5,52
"정상",245.7,14.5,21.4,53
"정상",265.2,14.6,20.7,47
"약한가뭄",319.1,14.6,22.5,52
"보통가뭄",445.1,13.6,28.7,29
"약한가뭄",729.5,12.2,16.9,82
"정상",780,11.1,12.6,52
"정상",727.8,10.5,8.8,65
"정상",697.1,9.7,-0.5,140
"정상",700.5,10,-1.4,140
"정상",603.2,10.4,0.3,140
"보통습윤",602.6,11,-1.9,140
"보통습윤",602.6,11,3.6,140
"정상",301.7,13.6,16.4,140
"정상",301.7,13.7,21,140
"정상",330.2,14.5,22.9,141
"정상",504.1,14.6,22.9,141
"심한습윤",1086.6,13.9,28,141
"심한습윤",1374.5,13.7,25.3,141
"심한습윤",1517.8,12.5,20.4,141
"심한습윤",1459.4,10.4,5.8,141
"보통습윤",1272.7,9.7,-5.7,140
"정상",185.1,12.6,16.9,141
"정상",301.3,14.1,16.7,141
"정상",275.7,14.4,16.6,141
"정상",711,14.1,28.3,141
"정상",994.1,12.8,20,141
"정상",1044.8,12.1,19,141
"정상",1044.8,12.1,19.7,141
"정상",1044.8,12,21.1,141
"정상",1036.4,10.3,7.4,141
"정상",900.7,9.7,-4.6,140
"정상",851.7,9.8,-3.7,140
"정상",808.5,9.8,-0.7,140
"약한가뭄",189.2,14,19.4,141
"약한가뭄",341.4,14.5,28.6,141
"정상",582.8,13.6,25.4,141
"정상",699.1,13.4,25.8,141
"정상",784,11.5,12.2,141
"정상",727,10.6,5.2,141
"보통습윤",643.4,14.6,26,17
"정상",644.3,14.6,28.1,17
"정상",699.3,14.3,31.2,16
"정상",695.6,14.2,30.5,16
"정상",741.3,13.5,26,16
"정상",878.6,12.7,22.2,17
"정상",911.8,11.4,17.9,16
"정상",881.8,11.2,10.7,16
"약한가뭄",713.7,9.7,6.7,16
"정상",476.1,10,0.3,16
"정상",347.6,11.2,3,16
"정상",347.7,11.3,3.7,16
"정상",258,11.6,2.8,16
"정상",204.2,13.7,13.4,16
"정상",204,13.9,18.4,16
"약한가뭄",186.6,14.8,23.4,16
"정상",358.5,14.7,25.1,16
"정상",894.2,14,27.1,17
"보통습윤",1207.8,13.8,25,17
"보통습윤",1214.8,13.7,27.6,17
"정상",1471.4,12.1,19.6,16
"보통습윤",1543.9,11.7,17.9,17
"보통습윤",1599.5,10,10.7,16
"심한습윤",1614.2,9.6,1.6,16
"정상",471,14.7,25.4,58
"정상",515.5,14.7,23.1,63
"정상",671,14.3,28.3,52
"정상",670.3,13.5,23.5,32
"정상",962.8,12,15.3,54
"정상",874.7,9.9,5,56
"정상",669.6,9.9,1.4,58
"정상",669.6,10,0.5,54
"정상",669.6,10.2,1,51
"보통습윤",669.7,10.4,-1.4,48
"심한습윤",359,12.5,6.9,103
"정상",328.1,14.2,18.5,144
"정상",319.1,14.5,24.5,144
"정상",358.7,14.7,23.3,144
"정상",364.5,14.7,23.9,144
"정상",589.4,14.4,21,145
"심한습윤",1164.5,13.8,21.8,146
"정상",474.4,14.7,18.4,254
"정상",476.1,14.7,19.2,254
"정상",912.7,12.3,17.6,254
"정상",872.8,10.7,8.6,254
"정상",833.3,10.5,8.9,254
"정상",484.6,9.8,-3,254
"정상",476.5,10,-4.9,254
"정상",444.5,10.5,-3.8,254
"정상",307.8,12,5.8,45
"정상",284.1,12.3,6.9,50
"정상",284.1,12.4,13.9,49
"정상",276.8,14.7,20.9,56
"정상",275.8,14.7,20.7,44
"약한가뭄",302.3,14.6,22.8,36
"약한가뭄",708.9,12.7,24.6,49
"정상",902.1,11.5,12.7,68
"정상",893.2,11.3,12.4,64
"정상",893.2,11.2,11.6,63
"심한습윤",1502.7,11.3,11.2,145
"심한습윤",1475.4,10.9,12.5,145
"심한습윤",1340.5,9.7,-1.8,144
"심한습윤",1340.5,9.7,1.7,144
"정상",635,10.4,-3.4,143
"정상",322.7,10.9,-7.7,143
"보통가뭄",132.3,11.7,8.2,144
"정상",260.5,13.6,14.1,144
"정상",376.5,14.4,15.3,144
"약한가뭄",174.1,11.5,6.2,254
"정상",198.4,12,8.6,254
"정상",188.1,13,16.6,254
"정상",176.7,13.1,8.8,254
"보통가뭄",162.6,14.4,20.7,254
"정상",431,14.2,23,254
"정상",459.6,13.8,24.3,254
"정상",780.5,12.3,20.6,254
"정상",742.8,11.8,15.8,254
"정상",818.2,10.1,8.7,254
"정상",862.6,9.8,-3.5,254
"정상",838.8,9.6,-9.9,254
"정상",356,14.1,17.5,63
"정상",418.1,14.6,18.6,56
"정상",998.4,13,19.6,54
"정상",1036.9,11.5,11.7,87
"정상",881.2,9.7,-7.9,69
"보통습윤",594.8,11.1,0.1,50
"정상",594.8,11.2,2.7,51
"정상",220.9,12.3,2.4,64
"약한가뭄",209.8,14.7,17.7,45
"약한가뭄",232.5,14.7,21.9,55
"약한가뭄",235.6,14.7,20,55
"정상",697.4,12.7,23.3,43
"정상",761.3,12,20.8,42
"정상",821.5,10.8,6.9,69
"정상",821,10.5,6.7,13
"정상",675.6,10,0,254
"정상",539.3,10.5,-4.9,254
"정상",196.4,12.8,11,254
