"행정구역","SPI6","가뭄","계절","누적강수량","가조시간","평균기온","합계일조시간","평균상대습도","평균지면온도","수위","저수량","방류량","강유역","댐"
"경상북도",-1.36,"약한가뭄","가을",543.7,10.4,15.4,5,78.8,14.8,112,34.42,5.09,"낙동강","영천"
"경상남도",-1.28,"약한가뭄","가을",620.6,10.4,15,3.9,84.3,15.8,69,284.04,15.44,"낙동강","합천"
"충청남도",1,"보통습윤","가을",1208.4,10.4,18.3,2.9,70.1,15.8,26,62.38,3.35,"금강","보령"
"경상남도",-0.91,"정상","가을",674.6,10.4,16.3,5.6,75.1,15.9,64,56.68,1.65,"낙동강","밀양"
"충청북도",0.51,"정상","가을",1062.1,10.3,17.5,4.3,66.9,17,123,956.2,31.35,"금강","대청"
"경상북도",-0.5,"정상","가을",839.8,10.3,12.8,4.2,85.6,13.9,129,79.96,5.1,"낙동강","영주"
"전라남도",-1.58,"보통가뭄","여름",688.1,12.9,22.8,0,80.1,22.8,20,78.02,2.91,"영섬","장흥"
"전라북도",-0.69,"정상","여름",712,12.9,20,0.3,81.8,21.5,359,458.43,16.25,"영섬","용담"
"경상북도",-1.52,"보통가뭄","여름",504.9,12.9,20.1,0,94.4,20.5,112,5.51,0.39,"낙동강","보현산"
"경상북도",-1.52,"보통가뭄","여름",504.9,12.9,20.1,0,94.4,20.5,112,19.8,5.31,"낙동강","영천"
"경상남도",-1.09,"약한가뭄","여름",930.5,12.9,21.3,0,93.3,22.8,137,4.68,0.38,"낙동강","구천"
"경상남도",-1.09,"약한가뭄","여름",930.5,12.9,21.3,0,93.3,22.8,137,2.93,0.17,"낙동강","연초"
"경상남도",-1.58,"보통가뭄","여름",685.8,12.9,20.6,0,93.8,22.4,29,112.95,221.71,"낙동강","남강"
"경상북도",-0.29,"정상","여름",877.9,13,20.2,5.4,81,24.4,130,96.69,16.95,"낙동강","영주"
"경상남도",-1.2,"약한가뭄","여름",645.8,12.9,21.6,0,83.5,21.8,64,36.56,1.78,"낙동강","밀양"
"경상남도",-1.77,"보통가뭄","여름",532.7,12.9,21.2,0,84.3,22.4,69,262.24,7.52,"낙동강","합천"
"경상북도",-1.34,"약한가뭄","여름",535.5,12.9,21.5,2.3,76.6,23,126,717.78,18.31,"낙동강","안동"
"경상북도",-1.34,"약한가뭄","여름",535.5,12.9,21.5,2.3,76.6,23,126,223.74,6.11,"낙동강","임하"
"대구광역시",-2.29,"심한가뭄","여름",391.2,12.9,21.5,0,91.1,22.8,162,12.81,0.34,"낙동강","군위"
"강원도",0.83,"정상","여름",1262,13,21.9,11,68.4,25.1,157,60.35,30.44,"한강","횡성"
"강원도",0.83,"정상","여름",1262,12.9,21.3,5.4,70.9,24.7,157,57.17,46.87,"한강","횡성"
"전라북도",-0.8,"정상","여름",706.9,12.9,24.5,1.8,75.4,26.8,7,40.33,0.92,"영섬","부안"
"경상북도",-0.31,"정상","여름",878,12.9,20.7,1.1,79.9,24.2,130,96.94,16.96,"낙동강","영주"
"경상북도",-1.35,"약한가뭄","여름",535.5,12.9,21.7,1.2,76,22.4,126,722.03,18.3,"낙동강","안동"
"경상북도",-1.35,"약한가뭄","여름",535.5,12.9,21.7,1.2,76,22.4,126,225.8,6.13,"낙동강","임하"
"경상남도",-1.2,"약한가뭄","여름",652.9,12.9,22.8,0,82.5,23.7,121,36.96,1.73,"낙동강","밀양"
"충청북도",0.14,"정상","여름",932.6,12.9,24.4,5.5,62.1,26.6,123,996.61,213.89,"금강","대청"
"전라북도",-0.68,"정상","여름",712,12.9,21.5,0.1,82.8,22,359,458.21,16.25,"영섬","용담"
"경상남도",-1.08,"약한가뭄","여름",944.8,12.9,22.6,0,93.6,23.6,137,4.75,0.36,"낙동강","구천"
"경상남도",-1.08,"약한가뭄","여름",944.8,12.9,22.6,0,93.6,23.6,137,2.99,0.17,"낙동강","연초"
"전라남도",-1.6,"보통가뭄","여름",688.3,12.9,24.3,0.9,79.3,26,20,77.82,2.76,"영섬","장흥"
"대구광역시",-2.31,"심한가뭄","여름",391.3,12.9,22.2,0,91.9,24.2,162,12.88,0.34,"낙동강","군위"
"광주광역시",-1.8,"보통가뭄","여름",559.2,12.9,24.9,1.6,86.8,28.4,52,3.66,0.3,"영섬","평림"
"충청남도",0.78,"정상","여름",1082.9,12.9,25.3,3.6,64.8,25.1,27,72.71,53.92,"금강","보령"
"경상북도",-1.58,"보통가뭄","여름",505.6,12.9,21.6,0,87.4,22.3,112,5.51,0.37,"낙동강","보현산"
"경상북도",-1.58,"보통가뭄","여름",505.6,12.9,21.6,0,87.4,22.3,112,20.1,5.02,"낙동강","영천"
"경상남도",-1.61,"보통가뭄","여름",689,12.9,22,0.2,91.9,23.7,29,82.93,390.48,"낙동강","남강"
"경상남도",-1.8,"보통가뭄","여름",534,12.9,22,0,84.5,23.5,69,262.53,7.49,"낙동강","합천"
"경상북도",-1.34,"약한가뭄","여름",535.5,12.9,23.5,0.5,84.3,24.5,126,725.05,18.31,"낙동강","안동"
"경상북도",-1.34,"약한가뭄","여름",535.5,12.9,23.5,0.5,84.3,24.5,126,227.59,6.12,"낙동강","임하"
"충청북도",0.15,"정상","여름",934.8,12.9,25,0,76.8,24.7,123,958.2,522.09,"금강","대청"
"경상남도",-1.61,"보통가뭄","여름",689.1,12.8,24.8,4.4,89.8,26,29,55.89,351.57,"낙동강","남강"
"경상북도",-0.32,"정상","여름",878,12.9,21.8,0,92.4,23.1,130,96.35,27.29,"낙동강","영주"
"전라남도",-1.58,"보통가뭄","여름",695.5,12.8,25.9,6.1,84.4,29.7,20,77.71,2.74,"영섬","장흥"
"충청북도",-2.3,"심한가뭄","여름",126.4,14.6,20.8,7.8,60.8,28.2,122,782.15,63.29,"금강","대청"
"경상북도",-1.84,"보통가뭄","여름",142.5,14.6,16.9,4.3,68.9,20.2,125,628.53,50.24,"낙동강","안동"
"경상북도",-1.84,"보통가뭄","여름",142.5,14.6,16.9,4.3,68.9,20.2,125,194.42,13.87,"낙동강","임하"
"충청북도",-2.34,"심한가뭄","여름",126.4,14.6,22.4,5.3,59.6,26.4,122,778.09,63.29,"금강","대청"
"강원도",-1.39,"약한가뭄","여름",172.3,14.7,18.3,0.8,76.4,21,156,29.85,2.34,"한강","횡성"
"경상남도",-1.49,"약한가뭄","여름",255.9,14.5,19.9,9.9,72.9,23.3,26,106.87,32.24,"낙동강","남강"
"경상남도",-1.5,"보통가뭄","여름",368.2,14.4,19.3,11.7,71.5,28,137,5.95,0.37,"낙동강","구천"
"경상남도",-1.5,"보통가뭄","여름",368.2,14.4,19.3,11.7,71.5,28,137,2.6,0.22,"낙동강","연초"
"전라북도",-1.54,"보통가뭄","여름",233.4,14.5,19.7,9.8,76.5,23,360,369.45,18.39,"영섬","용담"
"전라북도",-1.25,"약한가뭄","여름",239.6,14.5,20.4,10.3,79.6,23.8,6,36.06,0.69,"영섬","부안"
"충청남도",-1.34,"약한가뭄","여름",199.7,14.6,20,8.3,77.9,24.2,26,27.19,3.36,"금강","보령"
"대구광역시",-2.38,"심한가뭄","여름",111.3,14.5,20.4,8.5,70.5,26.3,162,12.64,0.91,"낙동강","군위"
"광주광역시",-1.97,"보통가뭄","여름",195.6,14.5,21.6,10.1,77,27,51,4.87,0.4,"영섬","평림"
"경상북도",-1.86,"보통가뭄","여름",142.5,14.6,18.9,7.5,68.8,24.9,125,624.35,50.25,"낙동강","안동"
"경상북도",-1.86,"보통가뭄","여름",142.5,14.6,18.9,7.5,68.8,24.9,125,193.43,13.95,"낙동강","임하"
"경상남도",-2.15,"심한가뭄","여름",165.2,14.5,20.5,10.6,63.5,23.9,64,34.14,2.22,"낙동강","밀양"
"경상북도",-2.37,"심한가뭄","여름",117.1,14.6,18.5,8.6,73,23.4,112,6.96,0.48,"낙동강","보현산"
"경상북도",-2.37,"심한가뭄","여름",117.1,14.6,18.5,8.6,73,23.4,112,28.74,9.24,"낙동강","영천"
"경상남도",-1.98,"보통가뭄","여름",151.5,14.5,20.5,7.7,68.1,24.1,68,271.26,13.01,"낙동강","합천"
"전라남도",-1.33,"약한가뭄","여름",272.9,14.4,19.4,11.1,78,29.7,20,87.33,3.69,"영섬","장흥"
"경상북도",-1.45,"약한가뭄","여름",199,14.6,18,2.2,79.6,22.3,129,31.53,2.03,"낙동강","영주"
"대구광역시",-2.56,"심한가뭄","여름",111.3,14.5,22.7,7.8,67.1,28.1,162,12.56,0.9,"낙동강","군위"
"전라북도",-1.6,"보통가뭄","여름",233.4,14.5,20.3,4.4,77,22.2,360,368.37,18.2,"영섬","용담"
"경상북도",-2.49,"심한가뭄","여름",117.1,14.6,21.1,8.5,68.3,25.3,112,6.92,0.48,"낙동강","보현산"
"경상북도",-2.49,"심한가뭄","여름",117.1,14.6,21.1,8.5,68.3,25.3,112,28.39,9.46,"낙동강","영천"
"경상북도",-1.97,"보통가뭄","여름",142.5,14.6,21.7,9.8,63.4,28,125,619.84,50.3,"낙동강","안동"
"경상북도",-1.97,"보통가뭄","여름",142.5,14.6,21.7,9.8,63.4,28,125,192.31,13.89,"낙동강","임하"
"전라북도",-1.35,"약한가뭄","여름",239.6,14.5,21.4,6.3,73.8,23.5,6,36.02,0.68,"영섬","부안"
"경상남도",-1.59,"보통가뭄","여름",255.9,14.5,20.2,9.3,74.5,23.1,27,105.28,32.35,"낙동강","남강"
"경상남도",-1.57,"보통가뭄","여름",368.2,14.5,20.3,6.9,75,25.4,137,5.92,0.37,"낙동강","구천"
"경상남도",-1.57,"보통가뭄","여름",368.2,14.5,20.3,6.9,75,25.4,137,2.59,0.22,"낙동강","연초"
"강원도",-1.43,"약한가뭄","여름",172.3,14.7,20,3.2,73,22.7,156,29.65,2.35,"한강","횡성"
"충청북도",-2.46,"심한가뭄","여름",126.4,14.6,24,10.1,60.1,29.4,122,774.04,63.02,"금강","대청"
"광주광역시",-2.04,"심한가뭄","여름",195.6,14.5,22.4,5.9,72.3,25.9,51,4.85,0.42,"영섬","평림"
"경상남도",-2.13,"심한가뭄","여름",151.5,14.5,21,7.3,68,25.3,68,270.24,13.02,"낙동강","합천"
"충청남도",-0.76,"정상","여름",340.2,14.5,25.7,10.5,80.3,33.9,26,28.14,3.58,"금강","보령"
"경상남도",-2.46,"심한가뭄","여름",203.1,14.5,28.2,8.5,67.1,36.3,68,242.67,16.8,"낙동강","합천"
"경상북도",-1.17,"약한가뭄","여름",344.9,14.5,26.8,7.8,79.4,35.3,130,34.05,2.03,"낙동강","영주"
"전라남도",-2.08,"심한가뭄","여름",333.6,14.4,27,10.8,84.4,34,20,79.47,3.71,"영섬","장흥"
"경상남도",-2.2,"심한가뭄","여름",315.2,14.4,27.3,10.6,78.3,31.3,26,74.03,35.4,"낙동강","남강"
"충청북도",-1.28,"약한가뭄","여름",292.2,14.5,29.4,9.2,62.9,32.2,122,706.16,38.78,"금강","대청"
"광주광역시",-1.85,"보통가뭄","여름",308.8,14.4,28.2,7.2,85.5,30,52,4.15,0.4,"영섬","평림"
"경상남도",-1.55,"보통가뭄","여름",526.6,14.4,26.1,5.7,81.1,30.9,137,5.19,0.33,"낙동강","구천"
"경상남도",-1.55,"보통가뭄","여름",526.6,14.4,26.1,5.7,81.1,30.9,137,2.67,0.17,"낙동강","연초"
"경상남도",-1.32,"약한가뭄","여름",361.9,14.4,28.4,8.9,69.8,35.2,64,36.34,1.79,"낙동강","밀양"
"경상남도",-2.56,"심한가뭄","여름",203.1,14.4,28.3,7.7,70.8,38.1,68,241.3,16.81,"낙동강","합천"
"경상북도",-1.5,"보통가뭄","여름",259.1,14.5,25.8,7.5,80.5,29,112,6,0.46,"낙동강","보현산"
"경상북도",-1.5,"보통가뭄","여름",259.1,14.5,25.8,7.5,80.5,29,112,20.14,9.34,"낙동강","영천"
"전라북도",-1.34,"약한가뭄","여름",407,14.4,25.8,9.3,78.8,29,359,364.95,16.27,"영섬","용담"
"충청남도",-0.81,"정상","여름",340.5,14.5,26.4,9.8,80,34.6,26,27.98,3.54,"금강","보령"
"전라북도",-1.17,"약한가뭄","여름",333.2,14.5,27.3,7,78.9,34.1,6,36.12,0.81,"영섬","부안"
"강원도",0.01,"정상","여름",478.8,14.6,27.9,7.3,75.1,33.6,156,44.89,1.89,"한강","횡성"
"대구광역시",-2.32,"심한가뭄","여름",180,14.5,28.1,10.3,76.5,34.3,162,10.67,0.81,"낙동강","군위"
"경상북도",-2.25,"심한가뭄","여름",208.1,14.5,27.7,7.1,70.4,35.2,125,532.1,38.12,"낙동강","안동"
"경상북도",-2.25,"심한가뭄","여름",208.1,14.5,27.7,7.1,70.4,35.2,125,159.82,12.61,"낙동강","임하"
"경상남도",-2.52,"심한가뭄","여름",213.5,14.4,25.6,1.5,85.9,28.8,68,240.23,17.38,"낙동강","합천"
"충청북도",-1.28,"약한가뭄","여름",299.2,14.5,25.1,1.6,85.1,26.6,122,704.63,38.59,"금강","대청"
"전라북도",-1.15,"약한가뭄","여름",347.1,14.4,26.1,0.9,87.4,27.4,6,36.09,0.83,"영섬","부안"
"경상북도",-1.14,"약한가뭄","여름",358.2,14.5,24,1,93.3,26.7,130,34.33,2.03,"낙동강","영주"
"충청남도",-0.83,"정상","여름",346.3,14.5,25.4,0.5,89.5,27.1,26,27.93,3.44,"금강","보령"
"경상남도",-1.58,"보통가뭄","여름",547.3,14.3,24.4,0.9,93.6,26,137,5.17,0.29,"낙동강","구천"
"경상남도",-1.58,"보통가뭄","여름",547.3,14.3,24.4,0.9,93.6,26,137,2.68,0.17,"낙동강","연초"
"전라북도",-1.27,"약한가뭄","여름",424.3,14.4,24.2,1.3,90.6,26.2,359,364.31,16.27,"영섬","용담"
"강원도",0.09,"정상","여름",501.3,14.6,24.6,2.6,81,26.5,156,48.9,1.93,"한강","횡성"
"경상남도",-1.27,"약한가뭄","여름",380,14.4,25.7,1.3,83.5,28.1,64,36.24,1.78,"낙동강","밀양"
"경상남도",-1.98,"보통가뭄","여름",355.3,14.4,25.1,3.3,93.6,26.6,27,73.77,29.69,"낙동강","남강"
"경상북도",-1.52,"보통가뭄","여름",265.1,14.5,25,2.1,87.4,27.7,112,5.97,0.47,"낙동강","보현산"
"경상북도",-1.52,"보통가뭄","여름",265.1,14.5,25,2.1,87.4,27.7,112,19.85,9.2,"낙동강","영천"
"경상북도",-1.97,"보통가뭄","여름",240.9,14.5,24.2,1.2,88.5,27.4,125,158.94,12.6,"낙동강","임하"
"경상북도",-1.97,"보통가뭄","여름",240.9,14.5,24.2,1.2,88.5,27.4,125,530.04,43.85,"낙동강","안동"
"대구광역시",-2.26,"심한가뭄","여름",189.5,14.4,26.4,1,86.6,29.2,162,10.61,0.81,"낙동강","군위"
"전라남도",-0.68,"정상","봄",236.4,12.7,9.1,11.4,54.1,11.2,20,97.87,2.06,"영섬","장흥"
"전라북도",-0.11,"정상","봄",256.6,12.7,8.5,10.8,58.1,12.3,7,39.26,0.67,"영섬","부안"
"충청남도",0.12,"정상","봄",245.3,12.7,8.3,10.7,53.9,12.8,26,37.91,2.95,"금강","보령"
"대구광역시",-0.95,"정상","봄",135.7,12.7,13.2,11.6,49.6,17,162,18.09,1.37,"낙동강","군위"
"광주광역시",-0.63,"정상","봄",236.4,12.7,11.1,11.6,44.9,15.7,52,6.4,0.32,"영섬","평림"
"경상남도",-0.85,"정상","봄",208.7,12.7,10.5,11.2,60.8,16.2,28,163.79,53.6,"낙동강","남강"
"경상남도",-1.03,"약한가뭄","봄",266.8,12.7,11.7,11.4,62.8,15.4,137,5.99,0.31,"낙동강","구천"
"경상남도",-1.03,"약한가뭄","봄",266.8,12.7,11.7,11.4,62.8,15.4,137,2.88,0.33,"낙동강","연초"
"강원도",-0.1,"정상","봄",179.9,12.7,8.9,11.4,47,13.3,156,42.88,1.78,"한강","횡성"
"전라북도",-0.1,"정상","봄",256.6,12.7,8.8,9.3,51.3,11.6,7,39.22,0.66,"영섬","부안"
"경상북도",-0.42,"정상","봄",165.5,12.7,11.1,10.6,37.9,13.9,125,793.95,21.61,"낙동강","안동"
"경상북도",-0.42,"정상","봄",165.5,12.7,11.1,10.6,37.9,13.9,125,255.49,12.75,"낙동강","임하"
"광주광역시",-0.67,"정상","봄",236.4,12.7,11,8.6,39.9,14.5,52,6.39,0.31,"영섬","평림"
"강원도",-0.15,"정상","봄",178.2,12.8,9.7,9.6,44.4,12.9,156,42.88,1.97,"한강","횡성"
"대구광역시",-0.97,"정상","봄",135.7,12.7,14.4,10.4,35.3,17.1,162,17.98,1.37,"낙동강","군위"
"충청남도",0.13,"정상","봄",245.3,12.7,8,6.9,51.1,12.2,26,37.89,2.98,"금강","보령"
"전라남도",-0.68,"정상","봄",236.4,12.7,8.3,7.9,50.5,9.7,20,97.72,2.13,"영섬","장흥"
"경상남도",-0.79,"정상","봄",172.3,12.7,12.9,9.9,46.1,15.3,64,41.14,1.7,"낙동강","밀양"
"경상북도",-0.67,"정상","봄",154.2,12.7,12.5,9.8,41.9,15.8,112,9.49,0.48,"낙동강","보현산"
"경상북도",-0.67,"정상","봄",154.2,12.7,12.5,9.8,41.9,15.8,112,40.9,7.83,"낙동강","영천"
"경상남도",-1.04,"약한가뭄","봄",146.9,12.7,13.4,9.9,37.1,16,68,316.13,10,"낙동강","합천"
"충청북도",-1.07,"약한가뭄","봄",152.6,12.8,11.1,10.5,37.1,13.5,123,926.35,32.13,"금강","대청"
"경상북도",0.18,"정상","봄",221.3,12.7,11.3,10.2,35.6,14.6,129,70.25,1.46,"낙동강","영주"
"경상남도",-0.88,"정상","봄",208.7,12.7,11.6,10.5,53.3,15.5,28,160.12,53.71,"낙동강","남강"
"경상남도",-1.06,"약한가뭄","봄",266.8,12.7,12.2,8.1,50.4,14.3,137,5.97,0.3,"낙동강","구천"
"경상남도",-1.06,"약한가뭄","봄",266.8,12.7,12.2,8.1,50.4,14.3,137,2.87,0.32,"낙동강","연초"
"전라북도",-0.71,"정상","봄",255.1,12.7,8,10,47.3,10.1,360,429.46,16.37,"영섬","용담"
"강원도",-0.29,"정상","봄",178.2,12.8,11.3,9.8,38.9,13.3,156,42.84,1.89,"한강","횡성"
"경상남도",-0.84,"정상","봄",208.7,12.8,12.6,11.2,50.4,17.8,28,156.34,54.16,"낙동강","남강"
"전라북도",-0.71,"정상","봄",255.1,12.8,9.5,10.7,54.9,12,360,428.27,16.4,"영섬","용담"
"경상북도",0.13,"정상","봄",221.3,12.8,13.2,11,34.6,16.9,129,70.47,1.46,"낙동강","영주"
"경상남도",-1.01,"약한가뭄","봄",146.9,12.8,14.5,11.3,36.4,17.7,68,315.51,10,"낙동강","합천"
"충청남도",0.13,"정상","봄",245.3,12.8,10.3,8.1,66,16.1,26,37.85,3.03,"금강","보령"
"경상북도",-0.42,"정상","봄",165.5,12.8,13.8,11.5,32.9,17.5,125,793.12,21.62,"낙동강","안동"
"경상북도",-0.42,"정상","봄",165.5,12.8,13.8,11.5,32.9,17.5,125,254.73,12.79,"낙동강","임하"
"전라북도",-0.79,"정상","봄",265.5,13.8,15.5,6.7,66.9,19.9,7,38.5,1.29,"영섬","부안"
"전라북도",-1.12,"약한가뭄","봄",267.8,13.9,15.4,8.1,59.3,19.7,360,406.23,17.74,"영섬","용담"
"경상북도",-0.68,"정상","봄",229.8,13.9,12.8,0.4,64.4,18.7,129,61.19,13.77,"낙동강","영주"
"경상남도",-0.63,"정상","봄",419.4,13.8,16.1,9.1,59.8,26,137,6.69,0.3,"낙동강","구천"
"경상남도",-0.63,"정상","봄",419.4,13.8,16.1,9.1,59.8,26,137,3.05,0.23,"낙동강","연초"
"전라남도",-0.76,"정상","봄",292.9,13.8,15.2,8.6,64.9,21.8,20,96.06,2.02,"영섬","장흥"
"경상남도",-1.83,"보통가뭄","봄",150.6,13.8,17.3,8.1,51.4,26.7,68,298.74,10,"낙동강","합천"
"충청남도",-0.95,"정상","봄",234.5,13.9,14.9,6.1,63,22.7,26,33.05,3.39,"금강","보령"
"경상남도",-1.63,"보통가뭄","봄",174,13.8,17.5,8.5,47.3,23.6,63,39.61,1.71,"낙동강","밀양"
"경상남도",-1.44,"약한가뭄","봄",231.6,13.8,17.2,10.4,57.4,25.2,28,143.16,9.91,"낙동강","남강"
"광주광역시",-1.26,"약한가뭄","봄",250.1,13.8,17.4,10.3,56.8,25.2,52,5.81,0.36,"영섬","평림"
"경상북도",-2.2,"심한가뭄","봄",132.3,13.9,14.7,6.5,62.6,21.6,112,8.27,0.48,"낙동강","보현산"
"경상북도",-2.2,"심한가뭄","봄",132.3,13.9,14.7,6.5,62.6,21.6,112,36.01,6.78,"낙동강","영천"
"경상북도",-1.4,"약한가뭄","봄",137.7,13.9,15.8,10.8,50,22.9,125,728.23,41.39,"낙동강","안동"
"경상북도",-1.4,"약한가뭄","봄",137.7,13.9,15.8,10.8,50,22.9,125,226.76,13.14,"낙동강","임하"
"대구광역시",-2.33,"심한가뭄","봄",90.9,13.9,16.2,10.2,55.5,22.8,162,14.98,0.98,"낙동강","군위"
"경상남도",-1.46,"약한가뭄","봄",202.1,13.9,16.2,6.5,59.8,20.8,28,142.98,9.99,"낙동강","남강"
"전라북도",-0.84,"정상","봄",239.9,13.9,16,6.4,71.9,20.1,7,38.44,1.45,"영섬","부안"
"충청남도",-1.02,"약한가뭄","봄",196.8,13.9,16.3,8.1,62.3,20.7,26,32.88,3.3,"금강","보령"
"전라남도",-0.8,"정상","봄",274.8,13.8,15.3,8.8,70.1,21.3,20,95.91,2.09,"영섬","장흥"
"경상북도",-0.73,"정상","봄",207.7,14,14.7,10.5,53.8,23.2,129,60.01,13.7,"낙동강","영주"
"경상남도",-1.64,"보통가뭄","봄",153.6,13.9,17.3,7.4,41.3,22.3,64,39.51,1.71,"낙동강","밀양"
"경상남도",-1.85,"보통가뭄","봄",120.9,13.9,16.4,7.8,52.6,24.7,68,298.03,10.02,"낙동강","합천"
"경상남도",-0.64,"정상","봄",394.5,13.8,16,7.2,52.5,22.9,137,3.04,0.23,"낙동강","연초"
"경상남도",-0.64,"정상","봄",394.5,13.8,16,7.2,52.5,22.9,137,6.68,0.3,"낙동강","구천"
"광주광역시",-1.29,"약한가뭄","봄",228.9,13.8,17.3,1.6,72.5,22.3,52,5.79,0.35,"영섬","평림"
"충청북도",-1.36,"약한가뭄","봄",155.6,13.9,17.7,9.7,46.9,22.2,123,890.69,51.37,"금강","대청"
"경상북도",-2.22,"심한가뭄","봄",102.1,13.9,15,10.2,55.4,23.2,112,8.23,0.5,"낙동강","보현산"
"경상북도",-2.22,"심한가뭄","봄",102.1,13.9,15,10.2,55.4,23.2,112,35.94,6.82,"낙동강","영천"
"강원도",-0.82,"정상","봄",176.4,14,15.2,9.8,60,20.6,156,38.84,4.13,"한강","횡성"
"전라북도",-1.18,"약한가뭄","봄",241,13.9,13.6,4.5,66,16.6,360,405.31,17.71,"영섬","용담"
"충청북도",-1.44,"약한가뭄","봄",155.2,14,19.5,11.2,30.9,25.6,123,887.56,51.26,"금강","대청"
"강원도",-0.84,"정상","봄",175.9,14.1,15.7,9,46.6,21.9,156,38.48,4.15,"한강","횡성"
"경상남도",-1.48,"약한가뭄","봄",202.1,13.9,16.1,6.4,56.3,22.4,28,142.63,10.08,"낙동강","남강"
"전라북도",-1.12,"약한가뭄","봄",237.1,13.9,17.2,7.1,58.9,21.1,7,38.35,1.76,"영섬","부안"
"전라북도",-1.32,"약한가뭄","봄",235.4,13.9,15.1,8.1,54.1,19.4,360,404.16,17.7,"영섬","용담"
"경상남도",-0.65,"정상","봄",394.5,13.9,15.9,5.5,61.9,23.3,137,6.66,0.31,"낙동강","구천"
"경상남도",-0.65,"정상","봄",394.5,13.9,15.9,5.5,61.9,23.3,137,3.02,0.22,"낙동강","연초"
"충청남도",-1.44,"약한가뭄","여름",199.7,14.6,21.6,8,73,23.9,26,27.01,3.88,"금강","보령"
"경상북도",-1.52,"보통가뭄","여름",199,14.7,21.1,8.8,70.1,29.3,129,31.46,2.03,"낙동강","영주"
"경상남도",-2.27,"심한가뭄","여름",165.2,14.5,21.6,7.5,62.6,24.6,64,33.89,3.11,"낙동강","밀양"
"전라남도",-1.39,"약한가뭄","여름",272.9,14.4,20.1,5.8,79,23.8,20,87.05,3.88,"영섬","장흥"
"충청북도",-2.46,"심한가뭄","여름",125.4,14.6,24.4,8.5,54.9,30.6,122,770.26,63.63,"금강","대청"
"광주광역시",-2.09,"심한가뭄","여름",195.6,14.5,23,8.1,77.6,27.8,51,4.81,0.44,"영섬","평림"
"전라북도",-1.36,"약한가뭄","여름",238.5,14.5,23.1,10.7,70,27.9,6,35.95,0.72,"영섬","부안"
"경상남도",-1.64,"보통가뭄","여름",255.9,14.5,22.1,6.7,73,24.1,27,103.45,32.33,"낙동강","남강"
"충청남도",-1.45,"약한가뭄","여름",196.3,14.6,23.9,9.9,59.5,26,26,26.81,3.79,"금강","보령"
"경상북도",-1.52,"보통가뭄","여름",199,14.7,20.7,4.5,71,25.5,129,31.36,2.02,"낙동강","영주"
"전라남도",-1.43,"약한가뭄","여름",272.9,14.4,22,5.8,77.3,27.9,20,86.71,3.73,"영섬","장흥"
"경상남도",-2.32,"심한가뭄","여름",165.2,14.5,22,5.7,61.3,23.3,64,33.58,3.71,"낙동강","밀양"
"경상남도",-1.59,"보통가뭄","여름",368.2,14.5,20.8,3.7,74.1,24.8,137,5.89,0.37,"낙동강","구천"
"경상남도",-1.59,"보통가뭄","여름",368.2,14.5,20.8,3.7,74.1,24.8,137,2.57,0.22,"낙동강","연초"
"경상북도",-1.97,"보통가뭄","여름",142.5,14.6,22.3,10.2,61.3,28.8,125,615.71,50.27,"낙동강","안동"
"경상북도",-1.97,"보통가뭄","여름",142.5,14.6,22.3,10.2,61.3,28.8,125,191.33,13.87,"낙동강","임하"
"대구광역시",-2.6,"심한가뭄","여름",111.3,14.6,21.4,7.1,74,26.2,162,12.49,0.9,"낙동강","군위"
"경상북도",-2.52,"심한가뭄","여름",117.1,14.6,20,6.1,74.8,25.1,112,6.88,0.48,"낙동강","보현산"
"경상북도",-2.52,"심한가뭄","여름",117.1,14.6,20,6.1,74.8,25.1,112,27.99,9.48,"낙동강","영천"
"경상남도",-2.24,"심한가뭄","여름",151.5,14.5,21.4,4.1,72.4,25.9,68,269.39,13,"낙동강","합천"
"전라북도",-1.61,"보통가뭄","여름",232.9,14.5,19.7,5.9,84.5,21.5,360,367.3,18.42,"영섬","용담"
"강원도",-1.42,"약한가뭄","여름",172.3,14.7,21.2,8.3,65.8,25.2,156,29.46,2.35,"한강","횡성"
"전라북도",-1.35,"약한가뭄","여름",238.5,14.5,21.9,8,76.6,27.5,6,35.91,0.66,"영섬","부안"
"경상북도",-1.96,"보통가뭄","여름",142.5,14.6,20.6,11.6,64.1,27.8,125,611.25,50.24,"낙동강","안동"
"경상북도",-1.96,"보통가뭄","여름",142.5,14.6,20.6,11.6,64.1,27.8,125,190.1,13.91,"낙동강","임하"
"충청북도",-2.45,"심한가뭄","여름",125.4,14.6,24.5,10.5,52.9,31.9,122,765.48,63.2,"금강","대청"
"광주광역시",-2.14,"심한가뭄","여름",195.7,14.5,22.6,5.5,85.6,26.7,51,4.78,0.46,"영섬","평림"
"강원도",-1.43,"약한가뭄","여름",172.3,14.7,21.6,8.7,63.6,28.9,156,29.26,2.31,"한강","횡성"
"경상북도",-1.53,"보통가뭄","여름",199,14.7,20.1,8.8,68.8,30,129,31.26,2.02,"낙동강","영주"
"경상남도",-2.26,"심한가뭄","여름",151.5,14.5,21.3,9,67.3,27.2,68,268.22,13,"낙동강","합천"
"충청남도",-1.43,"약한가뭄","여름",196.3,14.6,21.5,9.4,77.5,25.3,26,26.61,3.87,"금강","보령"
"경상북도",-2.55,"심한가뭄","여름",117.1,14.6,19.2,4.3,74.3,25.7,112,6.84,0.47,"낙동강","보현산"
